Total Depth (m),Title,Purpose,Latitude,Longitude,EPSG,Elevation,Reference Point,Datum,UWI,Result,Start Date,End Date,Operator
279.65,K1,exploration,-37.26,175.17,"4,326",25,KB,MSL,100000789687,gas shows,"August 15, 2003","August 29, 2003",L & M COAL SEAM GAS LIMITED
277.5,KAI-10,exploration,-46.28,169.87,"4,326",102,KB,MSL,100000692315,shows,"November 25, 2008","November 30, 2008",L & M COAL SEAM GAS LIMITED
274.63,Waitangi-1 (Gisborne Oil),exploration,-38.34,177.9,"4,326",409,RT,MSL,100000113566,oil shows,"January 1, 1909","January 1, 1910",GISBORNE OIL PTY LTD
273,Koranga-1,exploration,-38.45,177.4,"4,326",0,KB,MSL,100000502149,gas shows,"March 8, 1978","April 18, 1978",DSIR
272,Prospect Valley-1,exploration,-39.1,174.72,"4,326",0,KB,MSL,100000113333,shows,"January 1, 1928","January 1, 1929", NZ OIL SYNDICATE
267.6,Hudson-2,exploration,-46.17,168.52,"4,326",48,KB,MSL,100000789172,dry,"October 6, 2007","November 2, 2007",L & M COAL SEAM GAS LIMITED
265,No9 Lake Brunner,exploration,-42.54,171.47,"4,326",0,KB,MSL,100000320169,unknown,"January 1, 1902","January 1, 1913",KOTUKU CONSOLIDATED OIL CO
263.1,RSE-1,exploration,-42.09,171.89,"4,326",0,KB,MSL,100000592093,gas shows,"April 15, 2004","April 22, 2004",KENHAM HOLDINGS LIMITED
261,Papatotara-1,exploration,-46.19,167.61,"4,326",0,KB,MSL,100000113197,unknown,"January 1, 1957","January 1, 1958",UNKNOWN
260.06,Arapae-1,exploration,-38.42,175.08,"4,326",396,KB,MSL,100000676687,gas shows,"February 15, 2010","March 17, 2010",L & M COAL SEAM GAS LIMITED
258.76,Aria-9401,exploration,-38.63,175.01,"4,326",148,KB,MSL,100000788966,dry,"February 15, 2007","February 24, 2007",SOLID ENERGY NEW ZEALAND LTD
258.7,Hudson-1,exploration,-46.18,168.51,"4,326",40,KB,MSL,100000789171,dry,"July 12, 2007","July 31, 2007",L & M COAL SEAM GAS LIMITED
255.06,Lockington-1,exploration,-46.3,169.9,"4,326",80,KB,MSL,100000733245,gas shows,"September 14, 2007","September 23, 2007",L & M COAL SEAM GAS LIMITED
250.6,Crestal-1,exploration,-42.53,171.47,"4,326",118.8,GL,MSL,100000788473,oil shows,"July 3, 2014","July 10, 2014",PETROLEUM CREEK LTD
249.81,Aria-9400,exploration,-38.61,175.01,"4,326",135,KB,MSL,100000788961,gas shows,"January 1, 2007","February 14, 2007",SOLID ENERGY NEW ZEALAND LTD
248,Dargaville-1,exploration,-36,173.97,"4,326",23,KB,MSL,100000113298,unknown,"January 1, 1939","January 1, 1939",NORTHERN OILFIELDS LTD
247.3,Waitangi Hill Strat-3,exploration,-38.34,177.9,"4,326",402.15,GL,MSL,100000730613,shows,"April 7, 2011","April 18, 2011",TAG OIL LTD
242.5,Tangamatai Stratigraphic-1,exploration,-38.59,178.15,"4,326",139.19,RT,MSL,100000730626,dry,"February 19, 2013","March 1, 2013",TAG OIL LTD
240.22,KAI-9,exploration,-46.27,169.87,"4,326",96,KB,MSL,100000788947,shows,"November 15, 2008","November 21, 2008",L & M COAL SEAM GAS LIMITED
239,Merryvale-1,exploration,-46.08,167.85,"4,326",0,KB,MSL,100000113195,unknown,"January 1, 1957","January 1, 1958",ALTON OIL DEVELOPMENTS LTD
238.7,Reef-2,exploration,-42.08,171.9,"4,326",225,GL,MSL,100000592096,gas,"August 16, 2004","August 25, 2004",KENHAM HOLDINGS LIMITED
237.74,Mangahia Core Hole-3,exploration,-38.94,174.56,"4,326",31.39,KB,MSL,100000790950,unknown,"February 24, 1943","March 6, 1943",ESSO EXPLORATION & PRODUCTION NZ INC
235.55,K3,exploration,-37.26,175.17,"4,326",79,KB,MSL,100000789690,gas shows,"August 7, 2003","August 14, 2003",L & M COAL SEAM GAS LIMITED
235,KAI-12,exploration,-46.27,169.88,"4,326",47,KB,MSL,100000699487,shows,"January 8, 2009","January 15, 2009",L & M COAL SEAM GAS LIMITED
231.03,Mangahia Core Hole-1,exploration,-38.95,174.57,"4,326",35.36,KB,MSL,100000790948,unknown,"January 20, 1943","February 22, 1943",ESSO EXPLORATION & PRODUCTION NZ INC
230,No2 Lake Brunner,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000320162,unknown,"January 1, 1902","January 1, 1908",KOTUKU CONSOLIDATED OIL CO
230,Waitangi Hill Strat-2,exploration,-38.34,177.9,"4,326",407.6,GL,MSL,100000681060,shows,"March 18, 2011","April 4, 2011",TAG OIL LTD
227.55,PRDH26,exploration,-42.21,171.45,"4,326",769.91,COLLAR,MSL,100000789944,gas,"March 25, 2006","April 12, 2006",PIKE RIVER COAL CO LTD
226,Great Barrier-1,exploration,-36.3,175.47,"4,326",0,KB,MSL,100000113330,dry,"January 1, 1964","January 1, 1964",AUCKLAND WATER TRANSPORT AND OTHERS
223.3,Crestal-2,exploration,-42.54,171.47,"4,326",108.9,GL,MSL,100000791010,oil shows,"September 16, 2014","October 1, 2014",PETROLEUM CREEK LTD
222,KAI-11,exploration,-46.27,169.87,"4,326",80,KB,MSL,100000681849,shows,"November 11, 2008","November 24, 2008",L & M COAL SEAM GAS LIMITED
221,Tikorangi-1,exploration,-39.05,174.25,"4,326",0,KB,MSL,100000113260,unknown,"January 1, 1913","January 1, 1914",UNKNOWN
218,Corehole-9,exploration,-42.54,171.47,"4,326",0,KB,MSL,100000502143,unknown,"January 1, 1942","January 1, 1942",SUPERIOR OIL CO NZ LTD
216,TWB-1,exploration,-45.96,168.01,"4,326",210,RT,MSL,100000789955,water,"July 31, 2009","August 31, 2009",L & M PETROLEUM LTD
214.03,H3,exploration,-44.78,169.92,"4,326",705,KB,MSL,100000502145,gas,"November 27, 2002","December 7, 2002",KENHAM HOLDINGS LIMITED
208,Beta,exploration,-39.06,174.03,"4,326",0,KB,MSL,100000113280,unknown,"January 1, 1867","January 1, 1868",UNKNOWN
207,C1,exploration,-37.28,175.17,"4,326",8,KB,MSL,100000789689,gas shows,"July 30, 2003","August 6, 2003",L & M COAL SEAM GAS LIMITED
204.3,Boar Hill Stratigraphic-1,exploration,-40.26,176.49,"4,326",142.7,GL,MSL,100000666738,dry,"July 2, 2009","July 3, 2009",TRANS ORIENT PETROLEUM
204.22,Mangahia Core Hole-4,exploration,-38.94,174.56,"4,326",31.7,KB,MSL,100000790951,unknown,"March 6, 1943","March 14, 1943",ESSO EXPLORATION & PRODUCTION NZ INC
202,Tihiroa-1,exploration,-38.09,175.18,"4,326",40,GL,MSL,100000592099,dry,"November 25, 2004","December 2, 2004",WESTECH ENERGY NEW ZEALAND LTD
198.95,Orepuki-1,exploration,-46.27,167.75,"4,326",35,KB,MSL,100000789932,dry,"October 6, 2005","October 18, 2005",L & M PETROLEUM LTD
198.12,Horotiu-2,appraisal,-37.72,175.19,"4,326",15.24,KB,MSL,100000022177,gas shows,"January 1, 1967","January 1, 1968",WAIKATO NATURAL GASES LTD
197,Waikaia-1,exploration,-45.7,168.89,"4,326",0,KB,MSL,100000113193,unknown,"January 1, 1974","January 1, 1975",UNKNOWN
194,Rangitaike-2,exploration,-38.85,176.41,"4,326",679,KB,MSL,100000113574,gas shows,"June 10, 1965","July 18, 1965","NEWBOLD, E.W."
193.1,Te Mai-2,exploration,-40.77,176.19,"4,326",254,GL,MSL,100000754061,oil shows,"September 3, 2011","September 13, 2011",EAST COAST ENERGY VENTURES LTD
189,Horotiu-1,appraisal,-37.7,175.2,"4,326",18.29,KB,MSL,100000021860,gas shows,"January 1, 1967","January 1, 1968",WAIKATO NATURAL GASES LTD
183,No3 Kotuku Oilfields,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000320157,unknown,"January 1, 1912","January 1, 1913",KOTUKU OILFIELDS SYNDICATE
181.6,Ohinewai-3,exploration,-37.49,175.19,"4,326",11.42,DF,MSL,100000793501,gas shows,"September 13, 2005","September 22, 2005",SOLID ENERGY NEW ZEALAND LTD
179.3,RSE-2,exploration,-42.1,171.89,"4,326",0,KB,MSL,100000592095,gas shows,"April 23, 2004","May 3, 2004",KENHAM HOLDINGS LIMITED
179,Kauana-1,exploration,-46,168.34,"4,326",0,KB,MSL,100000113192,unknown,"January 1, 1931","January 1, 1932",UNKNOWN
175,Hawk-11,exploration,-44.78,169.91,"4,326",675,KB,MSL,100000699579,gas shows,"March 10, 2009","March 17, 2009",L & M COAL SEAM GAS LIMITED
173.74,Mangahia Core Hole-2,exploration,-38.93,174.57,"4,326",35.36,KB,MSL,100000790949,unknown,"January 26, 1943","February 3, 1943",ESSO EXPLORATION & PRODUCTION NZ INC
172,Rotokautuku-2,exploration,-37.86,178.32,"4,326",0,KB,MSL,100000320144,unknown,"January 1, 1884","January 1, 1885",NZ AQUITAINE PETROLEUM LTD
170.97,Waitangi Hill Strat-1,exploration,-38.34,177.9,"4,326",407.6,GL,MSL,100000730614,oil shows,"March 16, 2010","March 25, 2010",TAG OIL LTD
164.5,Pukerau-2,exploration,-46.1,169.1,"4,326",0,KB,MSL,100000113189,unknown,"April 28, 1972","May 13, 1972",SOUTH ISLAND EXPLORATION LTD
159.5,Mangaokewa-1,exploration,-38.46,175.32,"4,326",215,GL,MSL,100000592088,dry,"December 8, 2004","December 15, 2004",WESTECH ENERGY NEW ZEALAND LTD
157,Victoria,exploration,-39.06,174.03,"4,326",0,KB,MSL,100000113276,unknown,"January 1, 1866","January 1, 1867",UNKNOWN
156,Totangi-2A,exploration,-38.53,177.8,"4,326",0,KB,MSL,100000320142,unknown,"January 1, 1911","January 1, 1912",LONDON OIL SYNDICATE (BRETT)
154.5,PRDH25,exploration,-42.21,171.45,"4,326",780.64,COLLAR,MSL,100000789943,gas,"March 1, 2006","March 22, 2006",PIKE RIVER COAL CO LTD
154,Totangi-2,exploration,-38.54,177.8,"4,326",0,KB,MSL,100000320141,unknown,"March 4, 1903","July 5, 1903",LONDON OIL SYNDICATE (BRETT)
152,Te Karaka-1,exploration,-38.47,177.86,"4,326",0,KB,MSL,100000113568,unknown,"January 1, 1956","January 1, 1957",UNKNOWN
152,Omata Bore-1,exploration,-39.09,174,"4,326",0,KB,MSL,100000502228,unknown,"January 1, 1896","January 1, 1897",UNKNOWN
150,Te Mai-1,exploration,-40.77,176.19,"4,326",219,GL,MSL,100000751395,dry,"August 29, 2011","September 1, 2011",EAST COAST ENERGY VENTURES LTD
147,No3 Lake Brunner,exploration,-42.55,171.46,"4,326",0,KB,MSL,100000320163,unknown,"January 1, 1902","January 1, 1908",KOTUKU CONSOLIDATED OIL CO
146.3,Mangahia Core Hole-6,exploration,-38.94,174.57,"4,326",40.84,KB,MSL,100000790953,unknown,"March 18, 1943","March 21, 1943",ESSO EXPLORATION & PRODUCTION NZ INC
146.3,Kioreroa-1,exploration,-35.74,174.34,"4,326",0,KB,MSL,100000113288,gas shows,"January 1, 1910","January 1, 1911",WHANGAREI COAL OIL SYNDICATE
145.01,PRDH21,exploration,-42.21,171.45,"4,326",612.23,COLLAR,MSL,100000789942,gas,"June 1, 2005","June 30, 2005",PIKE RIVER COAL CO LTD
145,Rotokautuku-1 (Southern Cross),exploration,-37.86,178.3,"4,326",0,KB,MSL,100000320143,unknown,"January 1, 1881","January 1, 1884",UNKNOWN
138.8,Aria-9406,exploration,-38.61,175,"4,326",135,KB,MSL,100000788969,gas shows,"February 29, 2008","March 13, 2008",SOLID ENERGY NEW ZEALAND LTD
138.5,Whanga Road Bore,exploration,-39.23,174.8,"4,326",0,KB,MSL,100000113332,dry,"January 1, 1930","January 1, 1930",WHANGA PETROLEUM PROSP DEV CO LTD
137,A2,exploration,-42.54,171.46,"4,326",999.25,KB,MSL,100000275954,unknown,"January 1, 1909","January 31, 1909",KOTUKU CONSOLIDATED OIL CO
137,Ardmore-1,exploration,-37.05,174.98,"4,326",0,KB,MSL,100000113292,unknown,"January 1, 1959","January 1, 1960",P. OSHANNESSY & OTHERS
137,No8 Lake Brunner,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000320168,unknown,"January 1, 1902","January 1, 1912",KOTUKU CONSOLIDATED OIL CO
137,Access Road,exploration,-36.09,174.08,"4,326",0,KB,MSL,100000113286,unknown,"January 1, 1959","January 31, 1959",MINING DEVELOPMENTS LTD
133,No5 Lake Brunner,exploration,-42.54,171.47,"4,326",0,KB,MSL,100000320165,unknown,"January 1, 1902","January 1, 1908",KOTUKU CONSOLIDATED OIL CO
130,Orui-1,exploration,-41.07,176.09,"4,326",9,GL,MSL,100000751393,dry,"August 8, 2011","August 12, 2011",EAST COAST ENERGY VENTURES LTD
124.3,Toi Flat-1,exploration,-40.35,176.3,"4,326",180,KB,MSL,100000502409,dry,"January 1, 1991","January 1, 1991",EAST COAST PETROLEUM LTD
124.3,Waewaepa-1,exploration,-40.37,176.16,"4,326",320,KB,MSL,100000502410,oil shows,"January 1, 1991","January 1, 1991",EAST COAST PETROLEUM LTD
123.6,Hawk-6,exploration,-44.78,169.88,"4,326",770,COLLAR,MSL,100000789916,gas shows,"June 1, 2005","June 14, 2005",L & M COAL SEAM GAS LIMITED
121.92,Mangahia Core Hole-5,exploration,-38.94,174.57,"4,326",40.23,KB,MSL,100000790952,unknown,"March 15, 1943","March 18, 1943",ESSO EXPLORATION & PRODUCTION NZ INC
121,Waikaia-2,exploration,-45.71,168.87,"4,326",0,KB,MSL,100000113194,unknown,"January 1, 1975","January 1, 1976",UNKNOWN
117.3,Orui-1A,exploration,-41.07,176.09,"4,326",9,GL,MSL,100000754060,dry,"August 13, 2011","August 19, 2011",EAST COAST ENERGY VENTURES LTD
114,Rotokautuku-4,exploration,-37.86,178.31,"4,326",0,KB,MSL,100000320145,unknown,"January 1, 1885","January 1, 1886",NZ AQUITAINE PETROLEUM LTD
112,Carrington Road-2,exploration,-39.15,174.06,"4,326",0,KB,MSL,100000113269,unknown,"January 1, 1912","January 1, 1912",BRITISH DEVELOPMENTS LTD
111.96,AW2,exploration,-46.51,168.56,"4,326",13,KB,MSL,100000592086,gas shows,"March 10, 2004","March 15, 2004",KENHAM HOLDINGS LIMITED
111.8,Pukerau-3,exploration,-46.1,169.11,"4,326",0,KB,MSL,100000113190,unknown,"April 9, 1971","April 17, 1971",SOUTH ISLAND EXPLORATION LTD
108.13,H2,exploration,-44.78,169.91,"4,326",675,KB,MSL,100000502144,gas,"November 21, 2002","November 26, 2002",KENHAM HOLDINGS LIMITED
108,PRDH034,exploration,-42.21,171.45,"4,326",638,COLLAR,MSL,100000789939,dry,"January 17, 2008","January 25, 2008",PIKE RIVER COAL CO LTD
108,Kaiaua-1,exploration,-37.15,175.3,"4,326",3.5,KB,MSL,100000113329,water,"January 20, 1955","February 2, 1955",P. OSHANNESSY AND WALKER
105,Clark & Lysnar-2,exploration,-38.34,177.91,"4,326",0,KB,MSL,100000113561,unknown,"January 1, 1921","January 1, 1921",UNKNOWN
104.2,PRDH19,exploration,-42.21,171.45,"4,326",612.23,COLLAR,MSL,100000789940,unknown,"June 1, 2006","June 30, 2006",PIKE RIVER COAL CO LTD
103,Totangi-1,exploration,-38.53,177.8,"4,326",0,KB,MSL,100000320138,unknown,"January 1, 1902","December 31, 1902",LONDON OIL SYNDICATE (BRETT)
99.12,PRDH20,exploration,-42.21,171.45,"4,326",612.23,COLLAR,MSL,100000789941,gas,"April 30, 2005","May 31, 2005",PIKE RIVER COAL CO LTD
98,No6 Lake Brunner,exploration,-42.53,171.47,"4,326",0,KB,MSL,100000320166,unknown,"January 1, 1902","January 1, 1910",KOTUKU CONSOLIDATED OIL CO
97,Taranaki Petroleum-2 (1866),exploration,-39.06,174.02,"4,326",0,KB,MSL,100000502402,unknown,"January 1, 1866","January 1, 1867",UNKNOWN
94.2,Kioreroa-2,exploration,-35.75,174.33,"4,326",0,KB,MSL,100000113289,gas shows,"January 1, 1910","January 1, 1912",WHANGAREI COAL OIL SYNDICATE
94,Taranaki Petroleum-1 (1866),exploration,-39.06,174.04,"4,326",0,KB,MSL,100000502401,unknown,"January 1, 1866","January 1, 1868",UNKNOWN
93,OM-6,appraisal,-45.95,167.96,"4,326",143.3,GL,MSL,100000730629,dry,"January 14, 2011","April 6, 2011",L & M COAL SEAM GAS LIMITED
92.2,Hawk-10,exploration,-44.83,169.87,"4,326",733,COLLAR,MSL,100000789920,gas shows,"June 14, 2007","June 30, 2007",L & M COAL SEAM GAS LIMITED
92,Great Barrier-2,appraisal,-36.25,175.4,"4,326",0,KB,MSL,100000113331,dry,"January 1, 1965","January 1, 1965",AUCKLAND WATER TRANSPORT AND OTHERS
92,Samuel Syndicate-6,exploration,-39.1,174.06,"4,326",0,KB,MSL,100000502396,unknown,"January 1, 1898","January 1, 1899",UNKNOWN
91.4,Waiotapu-2,exploration,-38.32,176.37,"4,326",411.4,KB,MSL,100000022170,dry,"December 10, 1967","December 13, 1967","NEWBOLD, E.W."
90,Widespread-1A,appraisal,-42.53,171.47,"4,326",120,GL,MSL,100000709779,oil shows,"March 17, 2010","March 18, 2010",WIDESPREAD ENERGY
86.8,SDC-1,exploration,-45.95,167.99,"4,326",168.53,KB,MSL,100000789952,dry,"February 25, 2005","March 5, 2005",L & M COAL SEAM GAS LIMITED
73.4,Pukerau-1,exploration,-46.1,169.15,"4,326",0,KB,MSL,100000113188,unknown,"November 4, 1970","March 15, 1970",SOUTH ISLAND EXPLORATION LTD
72.8,SDC-2,exploration,-45.95,167.99,"4,326",189.52,KB,MSL,100000789953,dry,"October 20, 2005","October 26, 2005",L & M COAL SEAM GAS LIMITED
71.3,SDC-3,exploration,-45.95,167.99,"4,326",187.34,KB,MSL,100000789954,dry,"October 26, 2005","October 31, 2005",L & M COAL SEAM GAS LIMITED
67.4,Westcott-1,exploration,-40.35,176.28,"4,326",160,KB,MSL,100000502412,oil shows,"January 1, 1991","January 1, 1991",EAST COAST PETROLEUM LTD
64.5,Petroleum Creek-4,exploration,-42.53,171.47,"4,326",0,KB,MSL,100000502237,shows,"November 18, 1985","November 19, 1985",PETROLEUM RESOURCES LTD (NZOG)
64,Waitangi Hill-1,exploration,-38.34,177.9,"4,326",0,KB,MSL,100000113567,unknown,"January 1, 1874","January 1, 1875",MCCONNELL DOWELL MINING LTD
64,Petroleum Creek-1,exploration,-42.54,171.47,"4,326",0,KB,MSL,100000502232,dry,"November 12, 1985","November 13, 1985",PETROLEUM RESOURCES LTD (NZOG)
64,Totangi-1A,exploration,-38.53,177.8,"4,326",0,KB,MSL,100000320139,unknown,"January 1, 1911","January 1, 1912",LONDON OIL SYNDICATE (BRETT)
61,Alton,exploration,-46.09,167.67,"4,326",0,KB,MSL,100000113196,unknown,"January 1, 1955","January 31, 1955",UNKNOWN
61,Rangitaike-1,exploration,-38.87,176.39,"4,326",679,KB,MSL,100000022171,unknown,"September 1, 1964","October 1, 1964","NEWBOLD, E.W."
60.96,Waiotapu-1,exploration,-38.32,176.37,"4,326",411.4,KB,MSL,100000113575,dry,"April 6, 1967","April 9, 1967","NEWBOLD, E.W."
60.96,Okoke Bore,exploration,-39.05,174.46,"4,326",0,KB,MSL,100000320176,unknown,"April 18, 1927","July 11, 1927",TARANAKI OILFIELDS LTD
59,Petroleum Creek-2,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000502234,dry,"November 14, 1985","November 15, 1985",PETROLEUM RESOURCES LTD (NZOG)
57,AW1,exploration,-46.52,168.64,"4,326",21,KB,MSL,100000592085,gas shows,"March 3, 2004","March 8, 2004",KENHAM HOLDINGS LIMITED
52,Te Kuiti-1,exploration,-38.29,175.18,"4,326",70,KB,MSL,100000698485,dry,"March 19, 2010","March 22, 2010",L & M COAL SEAM GAS LIMITED
51,No1 Kotuku Consolidated,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000320153,unknown,"January 1, 1902","January 1, 1903",KOTUKU CONSOLIDATED OIL CO
50,Widespread-1,appraisal,-42.53,171.47,"4,326",120,GL,MSL,100000709778,oil shows,"March 11, 2010","March 12, 2010",WIDESPREAD ENERGY
48.6,Hawk-9,exploration,-44.79,169.88,"4,326",737,COLLAR,MSL,100000789919,gas shows,"June 1, 2007","June 7, 2007",L & M COAL SEAM GAS LIMITED
48,Cutters Bridge-1,exploration,-36.12,174.23,"4,326",0,KB,MSL,100000113261,unknown,"January 1, 1959","January 1, 1959",UNKNOWN
45,Waipai-1,exploration,-38.79,176.34,"4,326",0,KB,MSL,100000113576,unknown,"January 1, 1973","January 1, 1974",UNKNOWN
41.5,Petroleum Creek-3,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000502236,shows,"November 16, 1985","November 17, 1985",PETROLEUM RESOURCES LTD (NZOG)
39,B6,exploration,-42.54,171.46,"4,326",999.25,KB,MSL,100000275959,unknown,"January 1, 1909","January 31, 1909",KOTUKU CONSOLIDATED OIL CO
38,No7 Lake Brunner,exploration,-42.54,171.47,"4,326",0,KB,MSL,100000320167,unknown,"January 1, 1902","January 1, 1911",KOTUKU CONSOLIDATED OIL CO
37.21,AW3,exploration,-46.48,168.65,"4,326",31,KB,MSL,100000592087,gas shows,"March 16, 2004","March 18, 2004",KENHAM HOLDINGS LIMITED
36,Clark & Lysnar-3,exploration,-38.34,177.9,"4,326",0,KB,MSL,100000113562,unknown,"January 1, 1921","January 1, 1921",UNKNOWN
35,Sidewinder-8,production,-39.21,174.2,"4,326",291.8,KB,MSL,100000766347,unknown,"May 29, 2013","May 30, 2013",TAG OIL LTD
34,B5,exploration,-42.54,171.46,"4,326",999.25,KB,MSL,100000275958,unknown,"January 1, 1909","January 31, 1909",KOTUKU CONSOLIDATED OIL CO
34,B2,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000275956,unknown,"January 1, 1902","January 1, 1909",KOTUKU CONSOLIDATED OIL CO
32,No1 Lake Brunner,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000320161,unknown,"January 1, 1902","January 1, 1908",KOTUKU CONSOLIDATED OIL CO
32,No1 Kotuku Oil & Gold,exploration,-42.54,171.47,"4,326",0,KB,MSL,100000320154,unknown,"January 1, 1934","January 1, 1935",UNKNOWN
32,No4 Lake Brunner,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000320164,unknown,"January 1, 1902","January 1, 1908",KOTUKU CONSOLIDATED OIL CO
28.8,Hawk-7,exploration,-44.78,169.88,"4,326",739,COLLAR,MSL,100000789917,gas shows,"June 1, 2006","June 7, 2006",L & M COAL SEAM GAS LIMITED
25.6,Kioreroa-3,exploration,-35.75,174.32,"4,326",0,KB,MSL,100000113290,gas shows,"January 1, 1910","January 1, 1911",WHANGAREI COAL OIL SYNDICATE
25,Shaft,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000113303,unknown,"January 1, 1908","January 1, 1908",KOTUKU CONSOLIDATED OIL CO
24.8,Hawk-8,exploration,-44.79,169.87,"4,326",742,COLLAR,MSL,100000789918,gas shows,"May 1, 2007","May 7, 2007",L & M COAL SEAM GAS LIMITED
24,B4,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000275957,unknown,"January 1, 1909","January 31, 1909",KOTUKU CONSOLIDATED OIL CO
22,B1,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000275955,unknown,"January 1, 1902","January 1, 1908",KOTUKU CONSOLIDATED OIL CO
20,Angelo-1,exploration,-40.6,175.36,"4,326",50,DF,MSL,100000789913,unknown,"January 1, 2008","February 1, 2008",MINES50
17.3,Petroleum Creek-5,exploration,-42.53,171.46,"4,326",0,KB,MSL,100000502369,dry,"November 20, 1985","November 20, 1985",PETROLEUM RESOURCES LTD (NZOG)
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
